Name,Season,Team,ip,era,fip,war,split,xra9_lin,xra9_rf,xra9_xgb,xWAR_lin,xWAR_rf,xWAR_xgb
Patrick Sandoval,2022,LAA,148.2,2.91,3.09,3.7,test,2.9989206927428214,2.727155134837388,2.900689,3.6470431695365013,3.846215510751684,3.398867068497721
Triston McKenzie,2022,CLE,188.1,2.92,3.58,3.4,train,3.5368273732857896,3.291948994744248,3.0500264,3.5998827546766305,3.936038841683867,4.104216784877157
George Kirby,2022,SEA,130.0,3.39,2.99,2.9,train,2.752905186170322,3.254938043975587,3.263859,3.5244347012176718,2.7631118714345586,2.628964841431101
Cristian Javier,2022,HOU,134.1,2.68,3.27,3.1,train,2.878935079475494,2.720848765306593,2.7245362,3.463701815251328,3.4878080525553834,3.2518614227872975
Blake Snell,2022,SDP,128.0,3.38,2.8,3.6,train,2.923094007807226,3.255110097318734,3.3474102,3.248656100211708,2.7204064174469638,2.5086710444074045
Tony Gonsolin,2022,LAD,130.1,2.14,3.28,2.7,train,2.9783897586791523,2.5083693730297467,2.37856,3.228787809282415,3.6298467426145273,3.490930389233814
Kyle Wright,2022,ATL,180.1,3.19,3.58,2.8,train,3.6575021659333125,3.434247785387982,3.414867,3.2257361902281443,3.5405040253253004,3.4390714112259038
Drew Rasmussen,2022,TBR,146.0,2.84,3.26,3.0,train,3.293601450798823,3.0439568641070056,3.054256,3.155332876103358,3.37738845239626,3.181012298628841
Pablo López,2022,MIA,180.0,3.75,3.71,3.0,train,3.717816662730681,3.832501940233949,3.8080685,3.1135276464352155,2.9004132349229534,2.9087284079198876
Ross Stripling,2022,TOR,123.1,2.92,3.04,3.0,train,3.0225914566635943,3.0222880553577167,2.9449468,2.999723459483259,2.871392048527901,2.7825382795927895
Miles Mikolas,2022,STL,199.1,3.3,3.89,2.8,train,3.9399592266521424,3.6219901505986742,3.509192,2.99407941449041,3.581275293737763,3.6616658615043964
Corey Kluber,2022,TBR,164.0,4.34,3.57,3.1,train,3.645158650911882,4.03249606711958,4.2414665,2.957960784096353,2.3506315785225547,2.1194940566261207
Jordan Montgomery,2022,2 Tms,178.1,3.48,3.61,2.8,train,3.8031341996966175,3.6546519114800575,3.6185074,2.9261208987341316,3.151759873630925,3.1300920237175567
Tarik Skubal,2022,DET,117.2,3.52,2.96,2.9,train,2.9838368804505855,3.2652045690989757,3.4515991,2.902146086600652,2.480340774546624,2.2058319805372686
Adam Wainwright,2022,STL,191.2,3.71,3.66,2.9,train,3.9489153741718477,3.6707556014839744,3.7251034,2.857862503396842,3.356176438427658,3.2081525887713234
Ranger Suarez,2022,PHI,155.1,3.65,3.87,2.3,train,3.6105461142786037,3.6902900722114573,3.6105368,2.8520368165622783,2.6955347151420646,2.7350990670999984
Justin Steele,2022,CHC,119.0,3.18,3.2,2.5,train,3.086469592625284,3.145747378396319,3.1902063,2.8225026455679174,2.6449760053013085,2.4719532394851353
Jeffrey Springs,2022,TBR,125.0,2.66,3.14,2.7,train,3.217036546123973,2.9576377430135574,2.7594507,2.7988218266561287,2.987648054483605,2.9986056935345484
Johnny Cueto,2022,CHW,153.1,3.29,3.76,2.4,train,3.634126736011946,3.5283372289994017,3.278859,2.7785424932071434,2.8814934933532355,3.0789655797051094
Taijuan Walker,2022,NYM,157.1,3.49,3.65,2.7,train,3.707629475338642,3.639905312703884,3.7189999,2.7336947278506027,2.8007542969542225,2.6431464056543423
Cal Quantrill,2022,CLE,186.1,3.38,4.12,2.1,train,3.987610614618604,3.6755945406221864,3.5106015,2.708393052659034,3.2586387794504366,3.4206232023994154
Joe Ryan,2022,MIN,147.0,3.55,3.99,2.2,train,3.620215507722464,3.608339204900793,3.5354962,2.6886345879710083,2.6619988939056123,2.674620184308505
Robbie Ray,2022,SEA,189.0,3.71,4.17,1.6,train,4.023812123379465,3.8925252775422035,3.7917328,2.681010368566772,2.9444493690897837,3.077216519092243
Luis Garcia,2022,HOU,157.1,3.72,3.93,2.0,train,3.7522892287269407,3.8786524714408976,3.7700727,2.662337814337736,2.466876689857808,2.583240628721657
Jameson Taillon,2022,NYY,177.1,3.91,3.94,2.4,train,3.95971594619774,3.8330919991399472,3.827129,2.6276560926234502,2.8527541325562167,2.836662545657422
Frankie Montas,2022,2 Tms,144.1,4.05,3.78,2.0,train,3.6904778965153273,3.9682788280533505,3.9893174,2.532618819401611,2.147776189965256,2.133595407376001
Brady Singer,2022,KCR,147.2,3.11,3.55,2.9,train,3.7470659600829146,3.391246497774457,3.2088928,2.5023845411547194,2.9500837618149185,3.037206740506281
Carlos Carrasco,2022,NYM,152.0,3.97,3.53,2.5,train,3.8025692097161734,3.841720893337683,3.8192043,2.498180429039553,2.436764062568148,2.443621839768605
Logan Gilbert,2022,SEA,185.2,3.2,3.46,3.0,train,4.100193879825609,3.343475278215864,3.2638915,2.4832351541973314,3.7904096736074675,3.7452189231625077
Sonny Gray,2022,MIN,119.2,3.08,3.4,2.4,train,3.382401733402342,3.237354658241179,3.1645546,2.4684797991275604,2.5522184618800328,2.4989372008105244
Noah Syndergaard,2022,2 Tms,132.2,4.0,3.87,2.1,train,3.6773096062849877,3.829838592103532,3.8718123,2.341176600650297,2.1333266272641853,2.0733818187557373
Tyler Mahle,2022,2 Tms,120.2,4.4,3.87,2.2,train,3.5976176477826094,4.076531911841715,4.155787,2.2260875812939465,1.6757232917210445,1.6303265787180057
Cole Irvin,2022,OAK,181.0,3.98,4.21,1.4,train,4.2107036141910354,4.134285078836482,4.007048,2.2234862971571,2.4302913906452774,2.6559886864475435
Jordan Lyles,2022,BAL,179.0,4.42,4.4,1.5,train,4.207548787150463,4.17323464822784,4.183059,2.2046608284335063,2.341374939139901,2.3914091797519923
Rich Hill,2022,BOS,124.1,4.27,3.92,1.8,train,3.7101236224039944,4.043968382346894,4.1611605,2.156314206808603,1.7660666391589535,1.6782451714458841
Mitch Keller,2022,PIT,153.0,3.94,3.91,2.0,train,4.052274108254256,3.8833646896161227,3.9363832,2.126052289342749,2.396078223782522,2.3258405689576382
Lance Lynn,2022,CHW,121.2,3.99,3.82,1.8,train,3.7385024270056313,3.933241609473774,3.98746,2.070943266041321,1.8442583033405644,1.796210819996077
Luis Severino,2022,NYY,102.0,3.18,3.7,1.5,test,3.459887885865636,3.74286594538494,3.5241897,2.0319060930079518,1.7249545878302075,1.8644694721286523
Alex Wood,2022,SFG,130.2,5.1,3.76,1.7,train,3.896547116187108,4.334945734959856,4.682816,2.0154429457611895,1.5156326203539312,1.2536330897553698
Kyle Gibson,2022,PHI,167.2,5.05,4.28,1.8,train,4.2353383727889025,4.6971700316093745,4.8265834,2.0120691080664193,1.407220733817526,1.4304152748564278
Reid Detmers,2022,LAA,129.0,3.77,3.79,2.2,train,3.896676978371125,3.624268653741403,3.809284,1.996697055779963,2.3177477545946457,2.083418028558335
Jon Gray,2022,TEX,127.1,3.96,3.8,1.8,train,3.8940077616312045,4.052493281430223,4.041393,1.970738767232773,1.7991145067489838,1.8324699334557206
Marcus Stroman,2022,CHC,138.2,3.5,3.76,2.0,train,4.025118562404973,3.6468709828988897,3.6085958,1.9585638865051007,2.455238774419813,2.439080069719645
Dane Dunning,2022,TEX,153.1,4.46,4.45,0.9,train,4.183165636213985,4.488129685471258,4.539436,1.923629617958536,1.5734402611345217,1.6380215784382246
Dakota Hudson,2022,STL,136.2,4.54,4.34,1.1,train,4.034809083802162,4.454310015567746,4.5484457,1.9167964178248518,1.4407588297928589,1.4480458279642363
Kyle Freeland,2022,COL,174.2,4.53,4.21,2.5,train,4.341886843188909,4.491565359628736,4.545339,1.907533866885986,1.7849616936171435,1.8560932412212778
JT Brubaker,2022,PIT,144.0,4.69,3.92,1.9,train,4.130670185066559,4.282953022741862,4.509549,1.886174929219845,1.7429222879627544,1.5727928126352781
Jesús Luzardo,2022,MIA,100.1,3.32,3.12,2.3,train,3.581717429637835,3.4172580954986107,3.3426704,1.8700258615105072,1.982959227786353,1.9654015159927074
Nick Lodolo,2022,CIN,103.1,3.66,3.9,1.9,train,3.644983038732544,3.8177414460919463,3.7111943,1.8597314415000072,1.674838914402914,1.7406259146333771
José Urquidy,2022,HOU,162.1,3.88,4.43,1.3,test,4.293204052228388,4.4472674804099395,4.5588512,1.8552963518795342,1.7248978635332024,1.7108148250657138
Nick Pivetta,2022,BOS,179.2,4.56,4.42,1.5,test,4.420689143416823,4.432562935614199,4.398907,1.8186632976407402,1.9303145555008896,2.105286911045377
Charlie Morton,2022,ATL,172.0,4.34,4.26,1.4,test,4.379743875336625,4.049351028845626,4.0094404,1.8172188321190874,2.4394900332481853,2.5208507810715677
Drew Smyly,2022,CHC,106.1,3.47,4.23,1.2,train,3.7577731608757245,3.661302946590025,3.5128365,1.792134790435839,1.8713248230049206,1.9484075311878717
Dean Kremer,2022,BAL,120.0,3.23,3.83,1.7,train,3.9506604756666537,3.4529640030274815,3.314222,1.791507721747563,2.3390327113367944,2.3816139877491485
Michael Wacha,2022,BOS,127.1,3.32,4.14,1.5,train,4.065032492114468,3.6519957614522927,3.5102272,1.7496595000448039,2.2522397708245046,2.3365250618538753
Michael Kopech,2022,CHW,119.1,3.54,4.5,1.0,train,4.016409284701596,3.702292049052761,3.5578623,1.6984292221242694,2.057154284658669,2.1470996210143753
James Kaprielian,2022,OAK,134.0,4.23,4.63,0.3,test,4.228126228449191,4.321125832416524,4.481479,1.6223725014273653,1.5763524355158227,1.4916544671432632
José Berríos,2022,TOR,172.0,5.23,4.55,0.9,test,4.493334768215048,4.449459145813051,4.325295,1.6185107593060397,1.8268876187141205,2.1152319306104177
Marco Gonzales,2022,SEA,183.0,4.13,5.05,-0.1,train,4.588222018495483,4.420587188444772,4.248565,1.5454153687046916,1.990756187489826,2.355346108979643
Zach Davies,2022,ARI,134.1,4.09,4.83,0.4,train,4.31925534507118,4.140274317744424,4.1224985,1.4992951442453957,1.793414491810919,1.8521877503882205
Lucas Giolito,2022,CHW,161.2,4.9,4.06,1.8,train,4.505278218791596,4.518260503633463,4.8339095,1.4973021800224349,1.613449297501416,1.3702671541328686
José Suarez,2022,LAA,102.1,4.13,3.98,1.4,train,4.066290686712328,3.9055050749730973,3.9094124,1.4042027998598072,1.5788289597545386,1.5726405378015098
Zack Greinke,2022,KCR,137.0,3.68,4.03,1.9,train,4.419332770835876,3.902475727775157,3.7197094,1.3922742478027337,2.1222014153662987,2.30424595711575
Sean Manaea,2022,SDP,153.0,5.06,4.62,1.0,train,4.546611853292664,4.62290852225781,4.717946,1.3568177891948887,1.3888491672227454,1.433033006689306
Jake Odorizzi,2022,2 Tms,106.1,4.4,4.28,1.2,train,4.172699782303127,4.302218922687624,4.3379064,1.34439031619373,1.2659987554738716,1.294812599000941
Eric Lauer,2022,MIL,158.2,3.69,4.5,1.1,test,4.5851709157839196,4.538792954429584,4.8615117,1.3408911854042533,1.554507527289864,1.312163272747224
Tyler Wells,2022,BAL,103.2,4.25,4.52,1.0,train,4.150766301743257,4.322364551983182,4.306826,1.3306658430707228,1.2128886955148626,1.2833697271199958
Nathan Eovaldi,2022,BOS,109.1,3.87,4.3,1.0,train,4.240388005267963,3.9936084872592077,3.9292903,1.3072960647121332,1.6015099830526822,1.6642692346415697
Hunter Greene,2022,CIN,125.2,4.44,4.37,1.6,train,4.396363197522293,4.274041436169199,4.4197555,1.3016040480092756,1.5253059984578117,1.451392821091978
Graham Ashcraft,2022,CIN,105.0,4.89,4.21,1.4,train,4.201272826838366,4.669687010077996,4.821061,1.2999389317523662,0.9094089404899095,0.9026163078976983
Dylan Bundy,2022,MIN,140.0,4.89,4.66,0.8,train,4.513263506147537,4.736054640168072,4.805937,1.2890164649507752,1.1298354025414632,1.2192974858242493
Paul Blackburn,2022,OAK,111.1,4.28,4.21,0.8,train,4.382479720370447,4.360281515292114,4.3382964,1.1707052262497795,1.2682367247933986,1.355507551413691
Ian Anderson,2022,ATL,111.2,5.0,4.25,0.9,test,4.416623103864219,4.153249513293617,4.071096,1.133144068116195,1.4743127934560876,1.578570028317432
Trevor Rogers,2022,MIA,107.0,5.47,4.36,0.9,train,4.3878255746413295,4.99523335222709,5.187947,1.1216842752008889,0.616654058813865,0.6267081589437532
Zach Plesac,2022,CLE,130.2,4.34,4.46,0.8,train,4.571517323264718,4.301713147980688,4.4558296,1.121645438719366,1.5541492280052909,1.4742878918280642
Kyle Bradish,2022,BAL,117.2,4.9,4.46,0.8,train,4.543620652484596,4.68205786800368,4.6992664,1.04290563225716,1.0021673408212528,1.1140675140062113
Chris Archer,2022,MIN,102.2,4.56,4.49,0.5,test,4.428006365243423,4.686469059213218,4.397607,1.029600686069071,0.8698905055014696,1.2016636630419997
Mike Clevinger,2022,SDP,112.1,4.25,5.04,0.4,train,4.546725418116391,4.365642734106179,4.4104767,0.9939834259543947,1.2743021414784321,1.307295858931136
Brad Keller,2022,KCR,122.1,4.93,4.66,0.7,train,4.643566900975814,4.959757478684706,4.9020476,0.9623929303675034,0.7422358372452241,0.9757841657968885
Madison Bumgarner,2022,ARI,158.2,4.88,4.85,0.4,test,4.826323208297228,4.747886086957313,4.9973316,0.9528825196828811,1.2600523847169807,1.1517381167998375
Adrian Houser,2022,MIL,100.2,4.83,4.27,1.0,train,4.503697759085167,4.614506816491455,4.797722,0.9323158272118245,0.9170539461530985,0.8788143838412479
Glenn Otto Jr.,2022,TEX,135.2,4.64,5.21,0.0,train,4.791400192976599,4.668572949467425,4.6219454,0.8623682203672535,1.1723130565764055,1.3632207678915114
Chris Flexen,2022,SEA,121.0,4.02,4.71,0.4,train,4.7601538724551,4.302310399778838,4.1617475,0.8102468288295405,1.4436889286341426,1.6357925572800203
Daniel Lynch IV,2022,KCR,131.2,5.13,4.63,0.8,test,4.815012717034779,4.59818072815154,4.7047076,0.8053464429444992,1.219840516525732,1.241817214738552
Germán Márquez,2022,COL,181.2,4.95,4.71,1.3,train,5.08034350086841,5.132644447019871,5.021963,0.6232839353792254,0.8226352919488673,1.2858606636553003
Josiah Gray,2022,WSN,148.2,5.02,5.86,-0.7,train,5.017013660594612,5.07043496603396,5.0237904,0.6052272824904112,0.7548863295597398,1.0496589035282438
Patrick Corbin,2022,WSN,152.2,6.31,4.84,0.7,train,5.117639026685418,5.831478765718086,6.0554953,0.4657992089845037,-0.25583035445674923,-0.09440180834455461
Jonathan Heasley,2022,KCR,104.0,5.28,5.67,-0.4,train,5.075480513911554,5.258681485798811,5.240041,0.362878460736449,0.3554705554736174,0.5686864437932626
Kris Bubic,2022,KCR,128.0,5.55,4.72,0.6,train,5.247522663810202,5.364876721933997,5.589749,0.22265040116529644,0.31650151733465,0.36571274447942387
Erick Fedde,2022,WSN,127.0,5.81,5.15,0.3,train,5.311305650757938,5.547368973801966,5.8501887,0.13852519002581828,0.1077184846621638,0.11590293469723958
Zach Thompson,2022,PIT,102.1,5.19,5.3,0.0,test,5.3055267982278025,5.1359368677535695,5.1736865,0.11736635100136908,0.4605344785891851,0.6088791194372647
Chad Kuhl,2022,COL,137.0,5.72,5.26,0.4,train,5.421200673404581,5.490732482415873,5.655218,-0.0036909182628263905,0.18527031038842343,0.32445996269830907
Zach Eflin,2023,TBR,177.2,3.5,3.01,4.9,train,2.65145485778121,3.4216766196026267,3.4512022,4.9869111931822765,3.50332376208807,3.3356226946009677
Sonny Gray,2023,MIN,184.0,2.79,2.83,5.4,test,2.821247323486837,2.6924436342692317,2.407369,4.860536724623337,4.832182702876847,4.897634024204117
Gerrit Cole,2023,NYY,209.0,2.63,3.16,5.3,train,3.195600052231227,2.8289375205694163,2.7334602,4.725196375978017,5.2347885257952,5.054225477968638
Spencer Strider,2023,ATL,186.2,3.86,2.85,5.5,train,2.9304685612716312,3.6484346706807074,3.7876558,4.711813841441243,3.3054071787674677,3.0372959772700066
Pablo López,2023,MIN,194.0,3.66,3.33,4.6,train,3.0327627773529366,3.6977732702581663,3.5702507,4.707358853780631,3.35866785472193,3.479430589629346
Zack Wheeler,2023,PHI,192.0,3.61,3.15,5.9,train,3.0295461509512824,3.352646910329092,3.3457422,4.665110621269221,3.91390690654166,3.765397644212974
Kevin Gausman,2023,TOR,185.0,3.16,2.97,5.3,test,2.9859679845419587,2.9021314912469096,3.039597,4.577022870798557,4.513127608570661,4.050982498633309
Logan Webb,2023,SFG,216.0,3.25,3.16,4.9,test,3.4777094082137454,3.6666865043289953,3.7088215,4.263709029955414,3.7993203203655592,3.6505306914793048
Justin Steele,2023,CHC,173.1,3.06,3.02,4.8,train,3.0820975910602098,3.1245972761655434,3.058957,4.113371006463925,3.88002974214861,3.7653846844254084
George Kirby,2023,SEA,190.2,3.35,3.34,4.2,train,3.2959388747381384,3.464800456365952,3.439736,4.10605589267032,3.6873265114876412,3.5966184430107053
Blake Snell,2023,SDP,180.0,2.25,3.44,4.1,train,3.254312789629142,2.531448784556948,2.1993625,3.962061988225117,4.985098231723247,5.070708708224909
Jesús Luzardo,2023,MIA,178.2,3.58,3.55,3.8,test,3.368250022065487,3.4464563959504426,3.3634589,3.7159428609086853,3.4837864810309123,3.4711879422254
Kyle Bradish,2023,BAL,168.2,2.83,3.27,3.9,train,3.2852209320103958,3.013780930337764,2.8167171,3.6494527793443923,3.936117951294747,3.9630072489317962
Zac Gallen,2023,ARI,210.0,3.47,3.26,5.2,train,3.7481319083282383,3.381502809396332,3.4310215,3.5677012818118947,4.226893709384653,3.984693302716361
Luis Castillo,2023,SEA,197.0,3.34,3.81,3.3,train,3.653086885989029,3.5895123874389756,3.5094569,3.5372752439291806,3.6004560542627475,3.622654970596358
Jordan Montgomery,2023,2 Tms,188.2,3.2,3.56,4.2,train,3.6507252770196237,3.239327400898246,3.3379092,3.3837853198298977,4.026288307456532,3.7018806815027374
Corbin Burnes,2023,MIL,193.2,3.39,3.81,3.4,train,3.7118895067239883,3.7788157144959755,3.68606,3.3534995500938454,3.2054402171806893,3.298030015013315
Kodai Senga,2023,NYM,166.1,2.98,3.63,3.4,train,3.4379538380094834,3.3453132466953734,3.1764786,3.345873361138695,3.39678052375345,3.4673724608943495
Framber Valdez,2023,HOU,198.0,3.45,3.5,4.4,test,3.8185294758128245,3.4171372940983074,3.8293395,3.2220684949985454,3.922549850943577,3.1681559700553588
Mitch Keller,2023,PIT,194.1,4.21,3.8,3.2,train,3.813801730111418,4.055307907124906,4.1707816,3.167936550947415,2.7426437244942496,2.610935272335425
Logan Gilbert,2023,SEA,190.2,3.73,3.85,3.0,train,3.7965935056671203,3.7541293047082362,3.714792,3.137572224807167,3.197462937998004,3.2060165197865214
Bailey Ober,2023,MIN,144.1,3.43,3.96,2.5,train,3.298099363576231,3.5055345064119887,3.532785,3.1076783042925746,2.7413544335335267,2.6247726157431557
Freddy Peralta,2023,MIL,165.2,3.86,3.85,3.0,train,3.591437339608806,3.710654536214976,3.8556705,3.0698654117099644,2.841118810050179,2.610852894981266
Sandy Alcantara,2023,MIA,184.2,4.14,4.03,3.0,train,3.7988147579899714,4.0929462594190005,3.938506,3.0344338634157473,2.541040837752406,2.7972103939553814
Tyler Glasnow,2023,TBR,120.0,3.53,2.91,3.2,test,2.9554589028497604,3.24859685790233,3.0561059,3.0061149207305777,2.5573384838167414,2.6128732476100174
José Berríos,2023,TOR,189.2,3.65,3.99,2.9,train,3.87436825891253,3.8390942178032836,3.6231728,2.97141688367314,3.037553854843447,3.3185831828549084
Chris Bassitt,2023,TOR,200.0,3.6,4.28,2.6,train,3.96891787742733,3.9186041425100457,3.8528047,2.9487087153607523,3.0693901979885947,3.165118198982715
Aaron Nola,2023,PHI,193.2,4.46,4.03,3.8,test,3.9675082691420176,3.9653167561299916,3.8448915,2.8512224235411536,2.884694194922335,3.0689186834714506
Charlie Morton,2023,ATL,163.1,3.64,3.87,2.7,test,3.7107260270167552,3.4127589578894875,2.9984915,2.832964036105356,3.237507674752413,3.6214898049847144
Tanner Bibee,2023,CLE,142.0,2.98,3.52,3.0,train,3.501597509851921,3.1387007872036627,3.0695856,2.7684943411112246,3.1650970368617966,3.0776087198168454
Justin Verlander,2023,2 Tms,162.1,3.22,3.85,3.4,train,3.762825724206201,3.3219684816431787,3.3237324,2.7297007549729693,3.34866535594648,3.2056534695054704
Merrill Kelly,2023,ARI,177.2,3.29,3.85,3.2,test,3.9256888267247056,4.036643637577871,3.395161,2.6904640853645945,2.533286455403785,3.409766352018543
Kyle Hendricks,2023,CHC,137.0,3.74,3.81,2.7,test,3.4929357240372703,4.023184543403961,4.040799,2.6830811535446557,1.974993063219634,1.975810869202489
Eduardo Rodriguez,2023,DET,152.2,3.3,3.66,3.1,train,3.694155720212448,3.4127209285529876,3.3616633,2.669286662318344,3.021196024514638,2.9667699191263055
Nathan Eovaldi,2023,TEX,144.0,3.63,3.88,2.3,train,3.604942753629417,3.6306731380536994,3.593121,2.656132301114661,2.5790437536481243,2.558081350623183
Bobby Miller,2023,LAD,124.1,3.76,3.51,2.9,train,3.3445561119712517,3.4755285244818,3.6365798,2.617719873291437,2.394022616927601,2.164301553945111
Joe Ryan,2023,MIN,161.2,4.51,4.13,2.3,train,3.830052487943295,4.2054475371964,4.4916377,2.6043275458021355,2.0623214669802072,1.782211654048876
Johan Oviedo,2023,PIT,177.2,4.31,4.49,1.8,train,3.9937665704766143,4.136265635196883,4.23337,2.567773165520849,2.3761446064392198,2.300799566454623
Dylan Cease,2023,CHW,177.0,4.58,3.72,3.6,train,4.0204515310239834,4.055183372527547,4.380983,2.516837171498517,2.5012159964751537,2.1031282003483094
Shohei Ohtani,2023,LAA,132.0,3.14,4.0,2.3,train,3.6053678696782665,3.413295142690664,3.1531029,2.4342172202034837,2.619547855006626,2.778565637607283
Max Scherzer,2023,2 Tms,152.2,3.77,4.32,2.2,test,3.8605979509669286,4.0487908438635465,4.1737657,2.411641654818316,2.1594239780059072,2.0439266503755005
Marcus Stroman,2023,CHC,133.2,4.04,3.62,2.6,train,3.6775251648469345,3.9315481521860107,3.970852,2.358593934357044,2.0288660782959265,1.9905702066878403
Kutter Crawford,2023,BOS,107.2,4.51,3.8,2.2,train,3.279928465714458,4.021805165476203,4.305875,2.331699750509629,1.546712320043773,1.3338741353290193
Kyle Gibson,2023,BAL,192.0,4.73,4.13,2.7,train,4.237997233637735,4.799226688962649,4.7708755,2.305317912348585,1.4415195502661247,1.7224405712195119
Aaron Civale,2023,2 Tms,122.1,3.46,3.57,2.6,train,3.5631528106258816,3.3524859211234967,3.4117765,2.304074501521696,2.4891751521316205,2.3343587551448435
Taijuan Walker,2023,PHI,172.2,4.38,4.53,2.4,train,4.164872362970481,4.256718427755229,4.245861,2.1956503511562726,2.1244588594375267,2.2198187620228937
Braxton Garrett,2023,MIA,156.2,3.62,3.62,3.1,train,4.038738150172325,3.617173280364472,3.6074822,2.1920224617086306,2.8163168860512515,2.758059315755673
Clarke Schmidt,2023,NYY,158.1,4.66,4.44,1.9,test,4.06192514711912,4.234068280299929,4.1062474,2.181402208098727,1.9823817903850702,2.2028585046361973
Cristian Javier,2023,HOU,162.0,4.56,4.58,2.0,train,4.121135409589883,4.273806525659981,4.5349197,2.1376565367843443,1.9739775106190323,1.7387053502683791
Mike Clevinger,2023,CHW,131.1,3.77,4.28,2.2,train,3.834067357932817,3.72638329272034,3.789351,2.1126823632148026,2.2363094501462957,2.136845048652995
Chris Sale,2023,BOS,102.2,4.3,3.8,2.1,train,3.3881992548079634,4.068850794850674,4.183369,2.1104053990586653,1.4317709556980673,1.3651379000595965
Michael Wacha,2023,SDP,134.1,3.22,3.89,2.6,train,3.8725304704897496,3.485866778235468,3.448514,2.1085688902959756,2.57459242618178,2.5269973482072388
Miles Mikolas,2023,STL,201.1,4.78,4.27,3.0,train,4.393798284912948,4.633839973110228,4.7524605,2.0959215105079605,1.8059055616520099,1.831726478768985
Ranger Suarez,2023,PHI,125.0,4.18,3.9,2.4,train,3.794280211692593,3.946606935623405,4.023907,2.0649626319905914,1.887209820008637,1.8185120902265866
Seth Lugo,2023,SDP,146.1,3.57,3.83,2.9,train,4.085168875899052,3.847343288545175,3.7999508,1.981292693645005,2.334867002004947,2.36977280746722
