Name,Season,Team,ip,era,fip,war,split,xra9_lin,xra9_rf,xra9_xgb,xWAR_lin,xWAR_rf,xWAR_xgb
Charlie Morton,2024,ATL,165.1,4.19,4.46,1.1,train,4.409206544150886,4.262082276778941,4.247296,1.694846405190889,2.0289819367275768,2.1265244836235557
Brayan Bello,2024,BOS,162.1,4.49,4.19,2.0,train,4.419142084360663,4.529711013457234,4.5974813,1.647669524018692,1.605934699904152,1.664061729936784
Miles Mikolas,2024,STL,171.2,5.35,4.24,1.9,train,4.473197774718153,5.010498702546047,5.179973,1.6460452266105392,0.9633825454348818,1.0129251763879827
Andrew Abbott,2024,CIN,138.0,3.72,5.04,1.0,train,4.28749492061021,4.017046224864261,3.8648224,1.587475610932343,1.9969495928444503,2.171549181990782
Kyle Harrison,2024,SFG,124.1,4.56,4.33,0.8,train,4.16273029192135,4.299991193515557,4.350515,1.5850509625557945,1.483238029422986,1.5027966251006213
Marcus Stroman,2024,NYY,151.2,4.33,4.6,0.9,train,4.438365674098053,4.428174262407499,4.280612,1.507314471056119,1.6346097832334232,1.9098789250923296
José Berríos,2024,TOR,192.1,3.6,4.72,1.1,test,4.647196522573468,4.763990511986253,4.774254,1.5070419444597583,1.5025247800738442,1.7184921616371902
Alec Marsh,2024,KCR,128.0,4.57,4.36,1.3,train,4.284247265082302,4.345151412084575,4.3996944,1.4766690344212527,1.4783943260061283,1.5030239981331013
Bailey Falter,2024,PIT,142.1,4.43,4.3,1.7,train,4.5036937988426615,4.38431784828156,4.39608,1.3221821610628042,1.5917058460249622,1.6724262254044142
Chris Flexen,2024,CHW,147.1,5.13,4.9,1.2,train,4.540420136300743,4.741583418360107,5.061341,1.3137593914146206,1.179894595228631,1.0006268018794773
Aaron Civale,2024,2 Tms,161.0,4.36,4.74,0.9,train,4.653380572318163,4.521693042676033,4.54937,1.2529335158707222,1.6065280753482938,1.7106026550937377
Lance Lynn,2024,STL,117.1,3.84,4.31,1.3,test,4.3797203830842815,3.9035153481811498,4.198847,1.2372159159920841,1.8128563530912283,1.5506327706947034
Patrick Corbin,2024,WSN,174.2,5.62,4.41,1.7,train,4.7242668789626245,5.491205230096054,5.6384716,1.2300687917261028,0.23484420673089157,0.434342373646255
Trevor Rogers,2024,2 Tms,124.1,4.92,4.52,0.9,train,4.449532150238679,4.8111453892992655,4.9091663,1.2230603621636167,0.9185655695968437,0.985171610100699
Albert Suárez,2024,BAL,122.0,3.76,4.25,1.5,train,4.511225458227054,3.970141849469251,3.8577008,1.1258145957585783,1.8163576971769353,1.9262622711378463
Frankie Montas,2024,2 Tms,150.2,4.84,4.71,1.3,test,4.684534559502241,4.7754490926918205,4.870875,1.1212945507932688,1.1594802137415015,1.2353084670751684
Austin Gomber,2024,COL,165.0,4.75,4.83,1.3,train,4.795419260398676,4.749213581016443,4.8162823,1.0457018757596197,1.3122641313090424,1.4242842849567652
Joey Estes,2024,OAK,125.0,5.11,4.93,0.7,train,4.6057015842619515,4.880128595071586,5.0145345,1.0333895363870544,0.8484687404646504,0.8939781762099852
Michael Lorenzen,2024,2 Tms,124.1,3.4,5.04,0.5,train,4.618156711982685,3.758001182721189,3.39519,1.0102287344164802,2.0819748394128132,2.3879640438782745
Martín Pérez,2024,2 Tms,135.0,4.53,4.9,0.5,train,4.766729639797486,4.75195664882856,4.682824,0.8949657262410954,1.0703742278230077,1.2998418072310327
Jonathan Cannon,2024,CHW,115.1,4.53,4.85,0.8,test,4.681541359581175,4.2467354438299765,4.367193,0.8627649273413214,1.4302354750260522,1.379477785735803
Colin Rea,2024,MIL,148.1,4.61,5.01,0.5,train,4.862588693745003,4.6735409286715575,4.6326666,0.8374223333322545,1.2776188767916343,1.4814363962966304
Carlos Carrasco,2024,CLE,103.2,5.64,4.93,0.1,train,4.622176868646749,5.117899639471124,5.3756332,0.8358739655914708,0.48206615814350556,0.4598356322204316
Jordan Montgomery,2024,ARI,104.0,6.4,4.49,0.6,train,4.658235444246789,5.674310124575307,6.1054907,0.8042131899388971,-0.029308743881719942,-0.10332678204874142
James Paxton,2024,2 Tms,100.1,4.4,4.79,0.8,train,4.662917463006034,4.550814095987477,4.3742924,0.7692885726038248,0.9728927613677736,1.194396522509184
Kyle Freeland,2024,COL,113.1,5.24,4.9,0.9,test,4.752987972787854,4.376207349069562,4.7573056,0.7655892562135065,1.2750334239721541,1.0260839615958959
Kyle Hendricks,2024,CHC,116.1,6.27,5.09,0.4,test,4.95968817726744,4.912264398434898,5.101915,0.541825384470601,0.7548458237172709,0.7545828246822583
Griffin Canning,2024,LAA,165.2,5.38,5.41,-0.1,train,5.192296054229464,5.18865354188006,5.2221694,0.3801483452751602,0.6676316435839695,0.9253795421134228
Cal Quantrill,2024,COL,148.1,4.98,5.32,0.5,test,5.253503563255283,5.010046178879109,5.1312413,0.2486047100379137,0.833990009386769,0.9301365506583154
Cristopher Sánchez,2025,PHI,202.0,2.5,2.55,6.4,train,2.4314564599764843,2.7370685805425103,2.6190577,6.136828643621199,5.224654186352263,5.057485103786104
Paul Skenes,2025,PIT,187.2,1.97,2.36,6.5,train,2.2352707646083223,2.235786594144687,2.0679853,6.060722085037115,5.677193048351764,5.457160640242742
Tarik Skubal,2025,DET,195.1,2.21,2.45,6.6,train,2.4328512700371263,2.389095062723235,2.2476828,5.924436618759867,5.650521343590257,5.425698326276209
Garrett Crochet,2025,BOS,205.1,2.59,2.89,5.8,train,2.890030009116657,2.845821577849044,2.7224379,5.274434490574448,5.106279996964873,4.97679098045046
Logan Webb,2025,SFG,207.0,3.22,2.6,5.5,train,2.968007132755207,3.044713910717678,3.1734428,5.159130455552138,4.787094133976955,4.325860415323404
Max Fried,2025,NYY,195.1,2.86,3.07,4.8,train,2.818545997686174,2.943519351335911,2.8146613,5.159114046142869,4.6876407969067,4.599800407707469
Yoshinobu Yamamoto,2025,LAD,173.2,2.49,2.94,5.0,train,2.646227502466439,2.761443932688706,2.5522072,4.8835480072025685,4.442171705584941,4.422865850757585
Hunter Brown,2025,HOU,185.1,2.43,3.14,4.6,train,2.9069981571681858,2.753142123434166,2.4486804,4.728162766754111,4.761057581059347,4.869820740431885
Jesús Luzardo,2025,PHI,183.2,3.92,2.9,5.3,train,2.8994560519602635,3.524823154253321,3.535125,4.693682250731701,3.45373599972417,3.3337759060037464
Ranger Suarez,2025,PHI,157.1,3.2,3.21,4.0,train,2.7989930021028178,3.076402108284597,3.0893009,4.185505123478835,3.588789230973753,3.3817505316025014
Freddy Peralta,2025,MIL,176.2,2.7,3.64,3.6,train,3.134167284428483,2.803470261921817,2.8539498,4.093724879003307,4.453197204848086,4.102515967449107
Carlos Rodón,2025,NYY,195.1,3.09,3.78,3.2,train,3.3883102290637543,3.3765595461021323,3.1725845,4.028547833840865,3.9355706079980957,4.078425952107061
Bryan Woo,2025,SEA,186.2,2.94,3.47,3.6,train,3.3996521022870043,3.3447478706639697,3.1084096,3.823296320132892,3.8087669312235675,3.9815947653280963
Joe Ryan,2025,MIN,166.0,3.36,3.69,3.2,train,3.1905183184979116,3.4834922746015224,3.433504,3.7616063176029746,3.190550839925111,3.1467281885099845
Matthew Boyd,2025,CHC,179.2,3.21,3.65,3.4,train,3.358966502415358,3.211712735386128,3.1684697,3.753715275188765,3.8777957802705596,3.751553318569274
Nathan Eovaldi,2025,TEX,130.0,1.73,2.8,3.7,test,2.6664762907714517,3.0340067205309964,2.5741549,3.6387082898090664,3.0187782040376967,3.2984003683030565
Framber Valdez,2025,HOU,192.0,3.66,3.37,4.0,train,3.6052455238356034,3.6394936940326432,3.7138777,3.5409185028406336,3.423649561808919,3.237668088056484
Zack Wheeler,2025,PHI,149.2,2.71,3.0,4.0,test,3.1087260287478564,3.372802628955568,3.3210607,3.505028764051192,3.014662340952078,2.953522144587564
Kevin Gausman,2025,TOR,193.0,3.59,3.41,4.1,train,3.6739155608062255,3.3911189797013903,3.434899,3.424567537761604,3.8681957510046243,3.656535266665233
Nick Pivetta,2025,SDP,181.2,2.87,3.49,3.7,train,3.5780587529675776,3.1780952383569785,2.9132135,3.3918443341360223,3.975299364369832,4.138755472118585
Chris Sale,2025,ATL,120.0,2.63,2.75,3.4,train,2.640153309852992,2.5558897094327344,2.564884,3.3909338896651726,3.2972909309502114,3.052983532037381
Michael Wacha,2025,KCR,172.2,3.86,3.66,3.6,test,3.598259152203698,3.54327971033868,3.4509053,3.187996969886621,3.2180694736888533,3.2418840477216317
Kris Bubic,2025,KCR,116.1,2.55,2.89,3.3,train,2.7807310608555724,2.7130756983192112,2.570497,3.114734549119294,3.027679263325288,2.9488959643184756
Robbie Ray,2025,SFG,182.1,3.65,3.93,2.2,train,3.765112434516629,3.7102061759536498,3.6650002,3.0622578422303994,3.13249274393344,3.137179850341114
Andrew Abbott,2025,CIN,166.1,2.87,3.66,3.9,train,3.610938950492028,3.0465181460852158,2.942963,3.0536453032149486,3.8385706442866745,3.7569656456685503
Tanner Bibee,2025,CLE,182.1,4.24,4.34,1.9,train,3.7767799433779636,4.1553429981311885,4.0665483,3.04064899315132,2.410926243805777,2.5912333096213724
Dylan Cease,2025,SDP,168.0,4.55,3.56,3.4,train,3.66043996027011,4.273137340599353,4.564823,3.003995776558156,2.0480885452771838,1.7655930965102773
Luis Castillo,2025,SEA,180.2,3.54,3.88,2.6,train,3.7912201181236567,3.5697811115898404,3.5127463,2.9824584536124963,3.3250627519797105,3.3092921957272083
Trevor Rogers,2025,BAL,109.2,1.81,2.82,3.3,test,2.7373705856361044,2.8464863263341367,2.9073737,2.977778214857326,2.7180557988316685,2.498978167866051
Dean Kremer,2025,BAL,163.1,4.19,3.92,2.6,train,3.643840096619689,4.072221397408251,4.010914,2.9439153078899083,2.2800558720137873,2.3886171504893543
Nick Lodolo,2025,CIN,155.2,3.3,3.78,2.8,train,3.5587489055077928,3.610095692039187,3.3883557,2.9356357937526822,2.808064685552758,2.99431751514879
Sonny Gray,2025,STL,180.2,4.28,3.39,3.6,train,3.8170644383145014,4.082036098236999,4.199218,2.935092809152714,2.5033616360060846,2.385700922728509
Merrill Kelly,2025,2 Tms,184.0,3.52,3.76,3.1,train,3.8521610796816335,3.6708268523010923,3.6456738,2.9313080475963362,3.2296765226554647,3.196463126688147
Jacob deGrom,2025,TEX,172.2,2.97,3.64,3.4,train,3.754481356978242,3.4538379019296896,3.0797687,2.914394848134421,3.355172365144064,3.7190501179494997
David Peterson,2025,NYM,168.2,4.22,3.48,3.1,train,3.7416932669323986,3.905223506614747,4.1127596,2.8685733106488613,2.6013915241908427,2.3354069471208954
Quinn Priester,2025,MIL,130.2,2.96,3.69,2.2,train,3.29478809306411,3.246324916433491,3.0747948,2.8122939905442887,2.777345437793194,2.81679986904569
Logan Gilbert,2025,SEA,131.0,3.44,3.35,2.6,train,3.391548350506386,3.3670647986739732,3.400299,2.7006563346000325,2.653613041822596,2.515738539701132
Chris Bassitt,2025,TOR,169.1,3.99,4.03,2.4,train,3.9087574436546726,3.9994490508436416,4.1426315,2.5965993279769495,2.473475409715846,2.310188571899813
Drew Rasmussen,2025,TBR,150.0,2.76,3.84,2.5,train,3.7535789533450616,3.2863248183860603,3.0528193,2.540048158875852,3.146296663682208,3.269772346384232
Brady Singer,2025,CIN,169.2,4.03,3.98,2.9,train,3.943356609292353,3.8850639930750397,3.9362214,2.5385947719770883,2.64722118841219,2.5723105501295516
Justin Verlander,2025,SFG,152.0,3.85,3.85,2.2,train,3.8062900520297376,3.584011374390075,3.7258482,2.49242830285783,2.7854600449619826,2.54956891840792
Cade Horton,2025,CHC,114.0,2.53,3.55,2.2,train,3.276715264868959,2.845871142884099,2.6169746,2.4833315926128607,2.8381550632669477,2.8559972709561574
Clay Holmes,2025,NYM,161.0,3.63,4.17,1.8,train,3.9072202771276547,3.9080986514074083,3.687318,2.4747375723973475,2.4859153009062522,2.746845984348192
Logan Allen,2025,CLE,155.2,4.28,4.41,1.7,train,3.873212815919036,4.073208336827632,4.0910406,2.4392651613858773,2.16825435011784,2.1800729441406506
Brayan Bello,2025,BOS,161.2,3.34,4.12,2.0,train,3.9373181548460625,3.636210702291531,3.3833847,2.428466631868277,2.8791500528962515,3.1160601403768666
Mitch Keller,2025,PIT,176.1,4.19,4.02,2.5,train,4.0719998054844755,4.054331223460041,4.2290287,2.4117151784268898,2.4898337686753584,2.2922246914323474
Shane Baz,2025,TBR,166.1,4.87,4.37,2.0,train,4.013379844600147,4.500478251380667,4.7547135,2.3737918798391164,1.6887856951450424,1.5101336243070234
Jack Leiter,2025,TEX,151.2,3.86,4.15,2.3,train,3.910997878223613,3.7977647627135385,3.901557,2.318292237756684,2.4831011649261012,2.337793021949979
MacKenzie Gore,2025,WSN,159.2,4.17,3.74,2.9,train,4.023602704372268,4.061862837609442,4.1738663,2.2586292956348326,2.2402154735050677,2.1378115703277456
Hunter Greene,2025,CIN,107.2,2.76,3.27,2.9,train,3.3507770795430334,3.016703165374739,2.7769372,2.2544548720730715,2.505843076869857,2.557608304492279
Casey Mize,2025,DET,149.0,3.87,3.89,2.4,train,3.94758578629678,3.8094782987969884,3.8903623,2.229114832655366,2.4314351009255355,2.3162313040867857
Yusei Kikuchi,2025,LAA,178.1,3.99,4.23,2.5,train,4.209325937539314,3.9989235121986844,4.01621,2.190356862463791,2.6059542404691376,2.60125116880339
Luis Severino,2025,ATH,162.2,4.54,4.11,2.5,train,4.10516391283008,4.280483925956515,4.3489275,2.1666431556629386,1.9667733184438867,1.9660933027741034
Jack Flaherty,2025,DET,161.0,4.64,3.85,2.5,test,4.1120381291479235,4.125607571034926,4.356588,2.1393575152428164,2.174187279778345,1.9423393109202587
José Soriano,2025,LAA,169.0,4.26,3.73,3.0,train,4.177404529209136,4.241071373608419,4.18839,2.133307955431083,2.1085191755271624,2.251084817376876
Kodai Senga,2025,NYM,113.1,3.02,4.12,1.4,train,3.597933102982311,3.3692347538770475,3.0792952,2.0942336871488347,2.2888354426030406,2.443051222479521
Clayton Kershaw,2025,LAD,111.2,3.39,3.56,2.5,train,3.5745177427444554,3.5172620567548547,3.3153846,2.0855339450213704,2.1038570016965954,2.2059971090650734
Adrian Houser,2025,2 Tms,125.0,3.31,3.81,2.3,train,3.7856720816895892,3.6589364990902555,3.4739568,2.075906286686841,2.207304267494695,2.3317704728111064
Taj Bradley,2025,2 Tms,142.2,5.05,4.35,1.8,test,3.9841053170606235,4.094452671508325,4.1197934,2.0745670734041255,1.9597435698057477,1.966936866675323
George Kirby,2025,SEA,126.0,4.21,3.37,2.4,train,3.806027812220937,3.9419113353784843,4.056862,2.0664279394539475,1.9075741497713812,1.8020581407166596
Edward Cabrera,2025,MIA,137.2,3.53,3.83,2.0,train,3.976797925931714,3.8175672698175283,3.6614873,2.0118183857953107,2.2289993295429507,2.367250720198093
Kyle Hendricks,2025,LAA,164.2,4.76,4.6,1.8,test,4.218964721907257,4.572708147712402,4.96427,2.0033114012464486,1.5638923836418013,1.2359517399196345
Shane Smith,2025,CHW,146.1,3.81,4.1,2.2,train,4.106903738079324,3.7823449011534045,3.8448424,1.9489965507661533,2.4193998874073466,2.3208041940739634
Zac Gallen,2025,ARI,192.0,4.83,4.5,1.1,train,4.428852896188407,4.603032567769391,4.6610045,1.9326261191962517,1.7768400571461505,1.879942725796959
Ryan Pepiot,2025,TBR,167.2,3.86,4.36,2.0,train,4.2900201348580165,4.165690071760268,4.0512347,1.9190820890988998,2.1982563937610227,2.398327247648383
Lucas Giolito,2025,BOS,145.0,3.41,4.17,2.0,train,4.1387846099341505,3.8021576762723974,3.6638424,1.8873068069427132,2.375610742025741,2.4992823846562353
Ryne Nelson,2025,ARI,128.0,3.16,3.91,1.7,train,4.046470009762912,3.4978892941599486,3.3061755,1.7862140608267292,2.4437795649208662,2.5480782544627307
Will Warren,2025,NYY,162.1,4.44,4.07,2.1,train,4.34172545686259,4.282579577236385,4.4405627,1.7753018882772256,1.9625368055921475,1.85397695405166
Nick Martinez,2025,CIN,145.0,4.72,4.32,2.0,train,4.22798571106327,4.370063716707559,4.6454988,1.7557595583797387,1.642588106761923,1.4365350793650198
Spencer Schwellenbach,2025,ATL,110.2,3.09,3.25,2.4,train,3.866633913513126,3.386556649061076,3.2285113,1.7393775831793699,2.2131551431780143,2.257636681735843
Sandy Alcantara,2025,MIA,174.2,5.36,4.28,1.7,train,4.460764146820253,5.097105091405167,5.1027207,1.696918212550225,0.8459658062359744,1.1311510965775908
Gavin Williams,2025,CLE,167.2,3.06,4.39,1.4,train,4.425935237969859,3.645463510299778,3.196376,1.6879567596872533,2.9725429002209633,3.4654960567153292
Stephen Kolek,2025,2 Tms,112.2,3.51,3.82,1.7,train,3.959125582371956,3.8920803556998482,3.5878878,1.665399904037236,1.7484190796825918,1.9975557137556934
Colin Rea,2025,CHC,143.1,4.33,4.29,1.6,test,4.274613742923682,4.119736040777518,4.08705,1.6648904890132787,1.9399402175072515,2.0143696090648406
Matthew Liberatore,2025,STL,151.2,4.21,4.03,1.8,train,4.340040142191047,4.215164796926906,4.146793,1.6585179023224725,1.9213070740689633,2.0609469157582874
Chad Patrick,2025,MIL,115.2,3.5,3.5,2.5,train,4.014396621920001,3.421571904539278,3.4005609,1.6451712780908097,2.27766323711282,2.2120884228325024
José Berríos,2025,TOR,164.0,4.06,4.59,1.4,train,4.43699143352856,4.378897547664666,4.199949,1.6372100001513705,1.8449274689173307,2.1703310716132393
Landen Roupp,2025,SFG,106.2,3.8,3.91,1.1,train,3.9306243991260432,3.8246773732385875,3.7977846,1.6071255044111405,1.7186408444879755,1.7243040645635173
Noah Cameron,2025,KCR,138.1,2.99,4.18,1.8,train,4.280731296654539,3.581185288557942,3.4308345,1.5981258041648678,2.5342112308557496,2.6206029461450124
Kyle Freeland,2025,COL,162.2,4.98,4.18,2.5,train,4.4962800521623585,4.780466424249738,4.931083,1.5214345691755484,1.2448708156422383,1.261087723901835
Eduardo Rodriguez,2025,ARI,154.1,5.02,4.57,1.3,train,4.454355904733193,4.6571425876789245,4.821054,1.5111634576223865,1.351873716958155,1.3247051155312208
Randy Vásquez,2025,SDP,129.0,3.7,4.96,0.7,test,4.269771611769881,4.350563351383724,4.09996,1.5071975433130613,1.4837296481676787,1.8034546341929398
Simeon Woods Richardson,2025,MIN,107.0,3.95,4.45,1.2,test,4.037807197963069,4.09998123859704,4.225567,1.5025905921731717,1.469365378101407,1.395542693117779
Michael Lorenzen,2025,KCR,140.2,4.67,4.61,1.2,train,4.381866431667561,4.608582377475883,4.618675,1.4782180822276607,1.2905371533645271,1.4170588256527046
Zack Littell,2025,2 Tms,186.2,3.81,4.88,1.5,train,4.638295013087594,4.1491782993266915,3.9304757,1.477613164860739,2.475426458679141,2.8387455201705203
Bailey Ober,2025,MIN,146.1,5.1,4.9,1.2,train,4.443387508585964,4.800426686956933,4.9912925,1.4490104989309056,1.0953456395553978,1.0702345080154123
Shota Imanaga,2025,CHC,144.2,3.73,4.86,0.9,train,4.432242996623233,3.977325097502669,3.7922912,1.4465108531539037,2.1376546488314516,2.3472010665556406
Brandon Pfaadt,2025,ARI,176.2,5.25,4.22,1.7,train,4.657238467781344,4.949363659181507,5.2065997,1.364309360344327,1.0874077696823043,1.007479577040294
Jose Quintana,2025,MIL,131.2,3.96,4.81,0.8,train,4.441730350493632,4.332132084566209,4.104909,1.3034445152297673,1.5305594942951963,1.8293632318498725
Patrick Corbin,2025,TEX,154.1,4.32,4.26,1.8,train,4.590848045410854,4.220652087061384,4.229733,1.297242253291253,1.9506303403988612,2.0050489940727023
Miles Mikolas,2025,STL,156.1,4.84,5.03,0.3,train,4.603833439611743,4.911020239459117,4.779576,1.2934627561182066,1.016642118528603,1.3902399458606705
Grant Holmes,2025,ATL,114.0,4.03,4.44,0.8,train,4.318502399972941,4.164526095495929,4.0727887,1.2754415739130007,1.499992373301595,1.6168773873918296
Davis Martin,2025,CHW,136.2,4.28,4.73,1.1,train,4.507225873175112,4.629148753557914,4.488581,1.262392361826454,1.228782354773146,1.50892225656496
Jeffrey Springs,2025,ATH,158.1,4.09,4.76,1.5,train,4.741021609720132,4.189691662577118,4.0582514,1.089441807250722,2.0448356041060936,2.2595137155336835
Spencer Strider,2025,ATL,125.1,4.45,4.53,0.9,test,4.583745765406232,4.361188870661435,4.3562207,1.0621513653490344,1.427040100272454,1.5095767792398562
Andre Pallante,2025,STL,162.2,5.31,4.68,0.7,train,4.779862224650408,5.1751619330669065,5.2798305,1.0536204488572016,0.6749875164620714,0.8387458016699786
Bryce Elder,2025,ATL,156.1,5.3,4.55,0.9,test,4.785606377944878,5.0992394954419185,4.860724,1.00487647493872,0.7551010758765032,1.2956632668964767
Jameson Taillon,2025,CHC,129.2,3.68,4.65,1.1,train,4.653999131432992,4.071390577574908,3.9730735,1.004646884295442,1.8071064676095339,1.928650295524556
Dustin May,2025,2 Tms,124.2,5.2,4.95,0.7,test,4.670750824236971,4.69112745153708,4.973065,0.9446069621683865,1.0519965021153612,0.926711795601007
Cade Povich,2025,BAL,103.2,5.38,4.42,1.0,train,4.579435831038162,4.961007838537192,5.233657,0.8807348994111691,0.6261956451449644,0.569230833195142
JP Sears,2025,2 Tms,135.2,5.04,5.21,0.5,train,4.778865065716082,4.811543637870203,5.001911,0.8796047166530647,1.0002464494338204,0.9796692322012632
Chris Paddack,2025,2 Tms,145.1,5.14,4.95,0.8,train,4.832499218099003,5.18197860090152,5.147151,0.86486337474971,0.5950220300884913,0.8940593726505854
Taijuan Walker,2025,PHI,103.2,4.25,5.05,0.6,test,4.634259272170071,4.924056552691773,5.3483644,0.8231922916038994,0.6601411403285355,0.48084677379123614
Slade Cecconi,2025,CLE,132.0,4.3,4.64,0.7,train,4.853334667698858,4.4456750549796995,4.3484464,0.7588094955704655,1.406476431428612,1.6005007829137374
Tomoyuki Sugano,2025,BAL,157.0,4.64,5.36,0.1,train,4.9692024013059966,4.7411588261767585,4.707146,0.7175089367757366,1.2598962609653692,1.4831575608973362
Seth Lugo,2025,KCR,145.1,4.15,5.09,0.5,train,4.959879975342558,4.525362814176538,4.2784543,0.6768820136377519,1.4431309440616131,1.835164469172224
Charlie Morton,2025,3 Tms,125.2,6.09,4.97,0.4,train,4.90553649299974,5.369473475584093,5.8472896,0.6532481018198761,0.3044549983028827,0.11697028616803631
Erick Fedde,2025,2 Tms,120.2,5.52,5.13,0.0,train,4.917061288261582,5.194422317475617,5.494966,0.6130708841756077,0.4795982250048806,0.4284893381157714
Tyler Anderson,2025,LAA,136.1,4.56,5.6,0.1,train,5.03358978650029,4.615828641039591,4.648005,0.5328678162500595,1.2440177638779628,1.345814798054759
Bailey Falter,2025,2 Tms,121.1,4.15,5.01,0.4,train,5.090852264545618,4.554606374126502,4.3396792,0.40361142043214693,1.172908078257501,1.4762651302533623
Sean Burke,2025,CHW,104.0,4.59,5.45,0.2,train,5.0942103996968555,4.71098609564113,4.6692166,0.34306720430221416,0.8625141728369223,1.011925704127587
Cal Quantrill,2025,2 Tms,117.2,6.04,5.14,0.4,train,5.234895996224716,5.711711496959445,5.873395,0.21891508483927713,-0.07204876993482712,0.08665275539465389
Andrew Heaney,2025,PIT,117.0,4.85,5.23,0.1,train,5.25413772718282,5.193922990607835,5.139542,0.1956447749762669,0.46735026732820595,0.727562997335249
Germán Márquez,2025,COL,126.1,6.7,5.47,0.3,train,5.415820696230684,6.229262880647896,6.6671696,0.0035025795432339323,-0.6584736618662365,-0.654101117593316
Mitchell Parker,2025,WSN,158.1,5.85,5.07,0.7,test,5.439610003758686,5.300164178642241,5.642962,-0.03386085266945996,0.48200258033109084,0.388898861455141
Walker Buehler,2025,2 Tms,120.0,5.03,5.69,-0.4,train,5.461642100574588,5.0365464483017135,5.100983,-0.05259020702640775,0.6474438368649683,0.7807653604630123
Jake Irvin,2025,WSN,180.0,5.7,5.64,-0.4,train,5.44835436746788,5.627738776317232,5.651608,-0.05455952057342892,0.023894868585613648,0.4311495109210082
Antonio Senzatela,2025,COL,108.0,7.42,5.58,0.0,train,5.478087084813984,6.733464928571441,7.2542796,-0.06539463910651948,-1.048689924500276,-1.0336326255839399
Jack Kochanowicz,2025,LAA,111.0,6.81,6.05,-0.6,train,5.763972559191559,6.47455435409032,6.820524,-0.38995548563878757,-0.8219936216918589,-0.7028682150479689
